tick,score,bits
605,12.0,1101001100101010
606,12.0,0101001011110101
607,10.0,1000110111010100
608,10.0,1010100100110001
609,8.0,0100111000110111
610,8.0,0110010001000110
611,6.0,0111000101000000
612,10.0,0110101111011011
613,10.0,1001100110100100
614,14.0,1101010101011010
615,8.0,0011001001110110
616,12.0,0110101001001010
617,6.0,1100101100000001
618,8.0,0100101001100000
619,4.0,0111101111110000
620,6.0,0011110111000100
621,6.0,0100001110000110
622,14.0,0110101010101101
623,8.0,1101001011000111
624,6.0,0111011110011110
625,10.0,1000101010110000
626,8.0,0001111010100110
627,8.0,1001100001101000
628,12.0,0101101000010101
629,6.0,1000000001000100
630,8.0,0000010110100100
631,8.0,0011100010110100
632,10.0,0011010010001101
633,8.0,1010111001111100
634,6.0,0000100010000110
635,6.0,0111000001011000
636,4.0,1111000010000001
637,6.0,0010000101111100
638,6.0,0000101100110000
639,8.0,1011000110000110
640,8.0,1000100111010000
641,10.0,0101101111010011
642,6.0,0011100111010000
643,6.0,0110000100011111
644,8.0,0110010011110110
645,12.0,1011101010100010
646,6.0,1101100001100001
647,6.0,0000001110100011
648,6.0,0010000011000001
649,8.0,0101000111100010
650,8.0,1111100011101010
651,8.0,0001011000001001
652,8.0,0010001001101100
653,6.0,0110000100110000
654,12.0,1011010110110110
655,4.0,0000001110111111
656,4.0,1000000000100000
657,6.0,1100010000000010
658,6.0,0100100010000000
659,6.0,0001010000001111
660,6.0,0110011111110100
661,6.0,0000011101111001
662,8.0,1011100110111100
663,10.0,0001011010001001
664,8.0,0011101010111111
665,8.0,0011000101001100
666,8.0,0001010000001010
667,8.0,0110011000111010
668,8.0,0000100100001001
669,10.0,0000101101010001
670,8.0,0000101001110011
671,8.0,0000100100001010
672,4.0,0000110100000000
673,8.0,0000110110101100
674,6.0,0000001000110001
675,6.0,0000000101000010
676,4.0,0000011100011100
677,10.0,0000101011010011
678,4.0,0000110000111100
679,6.0,0000111001000010
680,4.0,0000000001000110
681,8.0,0000001101011101
682,6.0,0000001100010110
683,8.0,0000010100100111
684,6.0,0000100000110111
685,4.0,0000011100000001
686,4.0,0000000110001000
687,8.0,0000001010101111
688,8.0,0000010001001010
689,8.0,0000101101110001
690,6.0,0000010111111010
691,6.0,0000000101100011
692,8.0,0000010001110101
693,2.0,0000000001111000
694,6.0,0000010001110110
695,6.0,0000000010011011
696,6.0,0000001001011000
697,6.0,0000110000011010
698,4.0,0000011100000010
699,10.0,0000001010110101
700,6.0,0000110001101000
701,6.0,0000110011001110
702,2.0,0000000000110000
703,8.0,0000010110111010
704,6.0,0000000000101001
705,4.0,0000011100110000
706,6.0,0000001000110100
707,8.0,0000010110111010
708,6.0,0000001110000101
709,4.0,0000000011000100
710,4.0,0000101111111000
711,8.0,0000100110010110
712,2.0,0000000000001111
713,8.0,0000010100001101
714,8.0,0000010100111101
715,6.0,0000011101101100
716,4.0,0000111111000001
717,6.0,0000110100000001
718,8.0,0000100110010100
719,6.0,0000100000001010
720,4.0,0000100000110000
721,8.0,0000010101101100
722,6.0,0000001111001010
723,6.0,0000001101001000
724,6.0,0000001110100011
725,6.0,0000011001101111
726,6.0,0000010010001110
727,8.0,0000011100010101
728,8.0,0000101000010111
729,4.0,0000001000001000
730,4.0,0000001001000000
731,4.0,0000001100000111
732,8.0,0000100100100110
733,6.0,0000100111001111
734,10.0,0000010101010111
735,4.0,0000010011111000
736,4.0,0000111111000100
737,4.0,0000011101000000
738,8.0,0000111000101101
739,6.0,0000001000000101
740,6.0,0000011100010001
741,4.0,0000010000000100
742,8.0,0000110001010111
743,6.0,0000110100010000
744,4.0,0000000111100100
745,6.0,0000001110010011
746,6.0,0000010000110010
747,10.0,0000101101001011
748,6.0,0000000100100111
749,8.0,0000101101100011
750,6.0,0000010111000110
751,6.0,0000001100100100
752,4.0,0000001101000000
753,6.0,0000011110010110
754,6.0,0000111001101111
755,8.0,0000110010010011
756,8.0,0000100100001001
