tick,score,bits
363,6.0,0111101111101111
364,6.0,1110100100000011
365,10.0,0110010010010111
366,6.0,0000001011100110
367,8.0,0011011110010110
368,8.0,1000010110111110
369,6.0,1000001100111100
370,12.0,1001000101010101
371,4.0,1111000010001111
372,10.0,1001110101101001
373,8.0,0001100000101101
374,10.0,0110101101110010
375,10.0,1011101100010110
376,6.0,0110011111101111
377,6.0,1111101010000011
378,6.0,0011000001111101
379,6.0,1111011111010000
380,8.0,1100011011111010
381,10.0,0011010101110111
382,8.0,0001110001011001
383,6.0,1110111111011100
384,10.0,1101100100010100
385,6.0,1010000000000010
386,8.0,0111100110001010
387,10.0,1111100101010110
388,6.0,0110011100111111
389,8.0,1111100101011100
390,12.0,0101111010101001
391,8.0,0001001011011100
392,10.0,1101001100100110
393,6.0,0100011101100000
394,10.0,0010010011101010
395,6.0,0001100011000110
396,8.0,0011010010011000
397,8.0,1100110111110110
398,6.0,1000001101111100
399,6.0,1100111011111001
400,4.0,0001100000000111
401,10.0,0011011101010011
402,6.0,0111110010111111
403,10.0,1010001110101101
404,10.0,1000010001010101
405,6.0,1001011100000001
406,10.0,1010000110011010
407,8.0,0001010001100100
408,4.0,0011111111100111
409,10.0,0110010110101111
410,8.0,0111011110100011
411,10.0,0100001010001010
412,12.0,0010011011010101
413,10.0,0101100010011101
414,8.0,1101011011111000
415,14.0,0010101010101001
416,6.0,0000100000010001
417,10.0,0100010111001010
418,8.0,1010111111110110
419,6.0,0101100011111000
